"studentId";"courseId";"progress";"startDate";"id"
279;76;45;"2017-01-25";873
87;23;51;"2016-01-25";874
359;11;70;"2017-08-25";875
279;68;88;"2016-08-25";876
359;10;50;"2017-08-25";877
279;11;90;"2017-08-25";878
211;62;71;"2016-01-25";879
280;76;90;"2015-08-25";880
280;48;54;"2017-01-25";881
87;57;44;"2014-01-25";882
280;37;67;"2015-01-25";883
359;51;85;"2015-08-25";884
280;39;50;"2017-01-25";885
359;4;72;"2017-01-25";886
281;23;64;"2017-08-25";887
281;57;41;"2016-01-25";888
360;11;54;"2014-01-25";889
281;29;86;"2014-01-25";890
87;63;57;"2015-01-25";891
281;15;89;"2016-08-25";892
87;7;88;"2014-08-25";893
360;10;82;"2017-01-25";894
281;24;52;"2015-01-25";895
88;43;55;"2017-01-25";896
360;73;64;"2014-08-25";897
282;30;42;"2017-08-25";898
88;47;64;"2015-01-25";899
282;51;70;"2015-08-25";900
88;41;83;"2017-01-25";901
282;1;65;"2017-08-25";902
360;5;87;"2015-01-25";903
88;27;65;"2016-01-25";904
282;27;58;"2017-01-25";905
89;58;54;"2016-01-25";906
283;14;84;"2017-01-25";907
89;54;69;"2014-01-25";908
283;44;69;"2015-01-25";909
89;69;89;"2017-01-25";910
283;21;56;"2016-01-25";911
89;18;83;"2015-01-25";912
212;29;38;"2016-01-25";913
283;19;51;"2017-01-25";914
90;30;85;"2015-01-25";915
90;15;45;"2016-01-25";916
90;42;65;"2017-08-25";917
212;71;50;"2017-01-25";918
284;29;89;"2016-08-25";919
212;11;81;"2017-01-25";920
284;75;81;"2015-01-25";921
212;50;45;"2017-01-25";922
284;41;45;"2015-01-25";923
284;1;83;"2017-08-25";924
285;42;53;"2014-08-25";925
213;1;84;"2015-08-25";926
361;28;82;"2017-01-25";927
90;19;54;"2015-08-25";928
91;31;44;"2017-08-25";929
91;62;88;"2017-08-25";930
213;47;86;"2016-08-25";931
91;24;36;"2015-08-25";932
91;61;54;"2016-01-25";933
213;73;50;"2017-08-25";934
285;32;82;"2017-01-25";935
92;15;38;"2016-01-25";936
285;47;65;"2015-01-25";937
92;39;55;"2015-01-25";938
285;19;50;"2014-01-25";939
361;1;41;"2017-01-25";940
92;7;51;"2017-01-25";941
286;13;71;"2015-08-25";942
93;63;89;"2017-01-25";943
286;50;41;"2017-08-25";944
93;7;51;"2015-01-25";945
361;19;89;"2015-01-25";946
286;17;67;"2017-01-25";947
93;59;84;"2014-01-25";948
361;65;82;"2016-01-25";949
94;48;89;"2016-01-25";950
286;8;38;"2015-01-25";951
94;67;90;"2016-01-25";952
286;63;71;"2017-08-25";953
362;27;40;"2017-08-25";954
94;18;41;"2014-08-25";955
287;33;88;"2017-01-25";956
94;66;73;"2016-08-25";957
362;4;68;"2017-08-25";958
95;45;90;"2015-01-25";959
287;26;36;"2016-01-25";960
95;40;44;"2017-01-25";961
362;41;81;"2016-08-25";962
95;74;67;"2017-01-25";963
95;36;82;"2015-01-25";964
362;29;71;"2017-01-25";965
96;68;49;"2017-08-25";966
287;46;88;"2016-08-25";967
287;3;40;"2017-01-25";968
363;28;56;"2017-01-25";969
288;41;45;"2017-01-25";970
96;36;67;"2014-01-25";971
363;47;51;"2017-08-25";972
96;56;85;"2016-01-25";973
213;69;39;"2017-08-25";974
96;4;72;"2015-01-25";975
288;40;81;"2017-01-25";976
97;70;52;"2017-01-25";977
288;49;81;"2017-08-25";978
363;10;89;"2015-08-25";979
97;69;51;"2017-01-25";980
288;67;49;"2015-01-25";981
97;19;52;"2016-01-25";982
289;63;51;"2017-08-25";983
97;14;53;"2017-08-25";984
213;23;52;"2016-08-25";985
98;35;87;"2015-08-25";986
98;6;49;"2016-08-25";987
98;46;86;"2016-01-25";988
99;56;82;"2016-01-25";989
99;45;71;"2015-01-25";990
99;3;36;"2017-01-25";991
214;51;66;"2015-01-25";992
214;30;65;"2017-01-25";993
214;36;53;"2016-01-25";994
214;32;53;"2015-01-25";995
99;43;36;"2017-01-25";996
363;14;36;"2017-08-25";997
100;50;87;"2015-01-25";998
100;28;83;"2016-01-25";999
364;16;89;"2016-01-25";1000
100;62;41;"2017-08-25";1001
364;35;54;"2015-01-25";1002
364;18;55;"2015-01-25";1003
364;31;41;"2017-01-25";1004
289;10;70;"2015-08-25";1005
215;69;82;"2016-08-25";1006
365;68;88;"2017-01-25";1007
289;59;65;"2016-08-25";1008
215;75;39;"2015-08-25";1009
289;73;38;"2017-01-25";1010
100;29;89;"2017-08-25";1011
365;44;42;"2016-01-25";1012
100;54;81;"2015-08-25";1013
290;21;83;"2017-01-25";1014
215;53;43;"2014-08-25";1015
101;62;56;"2016-01-25";1016
290;67;71;"2015-01-25";1017
101;56;50;"2014-01-25";1018
365;19;73;"2017-08-25";1019
290;8;88;"2017-01-25";1020
215;60;87;"2017-08-25";1021
365;55;83;"2016-08-25";1022
216;75;50;"2017-01-25";1023
366;66;44;"2015-01-25";1024
216;70;55;"2015-01-25";1025
366;20;89;"2017-01-25";1026
366;62;52;"2015-01-25";1027
366;28;69;"2017-08-25";1028
216;20;42;"2016-01-25";1029
290;12;67;"2017-01-25";1030
367;28;90;"2017-01-25";1031
216;15;56;"2014-01-25";1032
291;50;89;"2016-08-25";1033
291;43;73;"2015-01-25";1034
101;41;87;"2016-01-25";1035
291;60;36;"2017-01-25";1036
367;1;42;"2016-01-25";1037
101;18;65;"2017-01-25";1038
102;64;40;"2017-01-25";1039
292;12;89;"2017-01-25";1040
367;9;68;"2017-01-25";1041
102;72;89;"2015-01-25";1042
292;39;73;"2015-01-25";1043
102;49;81;"2014-08-25";1044
292;17;41;"2017-08-25";1045
367;59;43;"2015-01-25";1046
292;36;90;"2016-01-25";1047
292;65;85;"2017-01-25";1048
368;32;89;"2017-08-25";1049
293;73;55;"2016-01-25";1050
293;44;42;"2014-01-25";1051
102;68;90;"2017-01-25";1052
293;51;40;"2015-01-25";1053
368;23;87;"2017-08-25";1054
293;54;38;"2017-01-25";1055
294;26;81;"2015-01-25";1056
217;66;50;"2016-01-25";1057
368;72;64;"2016-08-25";1058
217;54;70;"2016-08-25";1059
294;42;44;"2016-01-25";1060
368;22;66;"2016-01-25";1061
217;14;71;"2016-08-25";1062
294;65;90;"2017-08-25";1063
294;36;84;"2014-08-25";1064
369;37;82;"2016-01-25";1065
295;63;57;"2014-01-25";1066
217;33;53;"2017-08-25";1067
295;3;45;"2017-01-25";1068
103;2;57;"2017-01-25";1069
369;52;81;"2017-01-25";1070
295;75;84;"2015-01-25";1071
103;12;58;"2015-01-25";1072
218;73;71;"2017-01-25";1073
103;18;81;"2017-01-25";1074
296;67;56;"2017-08-25";1075
103;19;45;"2015-01-25";1076
296;48;54;"2016-01-25";1077
369;22;58;"2017-08-25";1078
218;49;86;"2017-01-25";1079
296;62;36;"2016-01-25";1080
104;44;66;"2015-08-25";1081
296;56;49;"2017-01-25";1082
369;2;81;"2017-08-25";1083
297;26;89;"2017-01-25";1084
104;73;50;"2014-01-25";1085
297;33;42;"2015-08-25";1086
104;19;41;"2016-01-25";1087
297;31;36;"2017-08-25";1088
104;6;58;"2017-01-25";1089
370;53;50;"2014-08-25";1090
218;29;50;"2014-01-25";1091
104;26;55;"2017-01-25";1092
105;43;45;"2015-01-25";1093
297;10;40;"2015-01-25";1094
105;19;57;"2016-01-25";1095
370;15;81;"2016-08-25";1096
219;23;43;"2016-01-25";1097
105;32;49;"2017-08-25";1098
105;64;54;"2016-08-25";1099
297;20;68;"2017-01-25";1100
106;50;43;"2017-08-25";1101
370;22;65;"2015-08-25";1102
298;26;72;"2015-01-25";1103
298;42;50;"2014-08-25";1104
298;25;65;"2017-01-25";1105
370;32;58;"2017-01-25";1106
219;32;54;"2016-01-25";1107
298;17;56;"2017-01-25";1108
106;47;86;"2016-08-25";1109
299;39;90;"2016-01-25";1110
106;19;56;"2015-08-25";1111
219;1;70;"2015-01-25";1112
106;67;87;"2014-08-25";1113
107;30;53;"2017-08-25";1114
107;39;68;"2016-01-25";1115
107;33;70;"2015-01-25";1116
219;42;68;"2017-01-25";1117
107;40;81;"2017-01-25";1118
371;37;67;"2017-01-25";1119
107;53;82;"2017-01-25";1120
108;75;56;"2014-01-25";1121
299;53;72;"2017-08-25";1122
220;48;71;"2017-01-25";1123
108;71;68;"2016-01-25";1124
371;16;85;"2014-01-25";1125
299;50;70;"2017-08-25";1126
108;20;71;"2015-01-25";1127
371;61;70;"2015-01-25";1128
300;60;36;"2015-01-25";1129
300;22;40;"2017-01-25";1130
300;46;66;"2015-01-25";1131
371;70;53;"2017-01-25";1132
372;41;54;"2017-01-25";1133
372;4;43;"2016-08-25";1134
300;67;82;"2015-08-25";1135
220;67;82;"2014-08-25";1136
372;54;58;"2017-08-25";1137
301;20;69;"2015-08-25";1138
301;5;58;"2017-08-25";1139
108;24;56;"2017-01-25";1140
372;74;65;"2017-08-25";1141
220;13;82;"2015-08-25";1142
109;8;90;"2016-01-25";1143
301;50;44;"2017-01-25";1144
109;39;54;"2017-08-25";1145
302;25;86;"2016-01-25";1146
373;5;56;"2016-01-25";1147
220;33;52;"2014-08-25";1148
302;66;64;"2015-01-25";1149
109;23;40;"2017-01-25";1150
221;64;89;"2015-01-25";1151
302;55;88;"2015-01-25";1152
109;53;42;"2015-01-25";1153
373;61;71;"2015-01-25";1154
110;57;72;"2016-01-25";1155
302;74;69;"2014-01-25";1156
221;74;70;"2017-01-25";1157
303;46;82;"2016-01-25";1158
303;1;70;"2014-01-25";1159
303;23;86;"2017-01-25";1160
303;27;81;"2017-01-25";1161
221;59;65;"2014-01-25";1162
304;53;49;"2016-08-25";1163
304;2;53;"2017-08-25";1164
373;66;37;"2017-01-25";1165
304;49;53;"2017-01-25";1166
304;8;87;"2015-01-25";1167
304;72;37;"2015-08-25";1168
110;32;66;"2014-01-25";1169
373;35;45;"2016-01-25";1170
110;72;51;"2017-01-25";1171
110;68;50;"2017-01-25";1172
305;13;43;"2016-01-25";1173
110;51;65;"2016-01-25";1174
374;31;49;"2016-01-25";1175
305;19;71;"2017-01-25";1176
305;72;81;"2016-08-25";1177
305;44;37;"2017-08-25";1178
374;68;72;"2015-01-25";1179
111;29;89;"2017-01-25";1180
306;30;69;"2015-01-25";1181
111;70;56;"2015-01-25";1182
306;8;42;"2016-01-25";1183
111;21;38;"2015-08-25";1184
306;44;72;"2017-08-25";1185
374;3;73;"2017-01-25";1186
112;63;89;"2017-08-25";1187
306;22;44;"2017-08-25";1188
307;43;40;"2015-08-25";1189
374;54;58;"2017-01-25";1190
307;19;39;"2017-01-25";1191
307;37;82;"2017-01-25";1192
375;21;51;"2016-08-25";1193
112;6;40;"2016-08-25";1194
112;64;72;"2016-08-25";1195
112;17;65;"2017-08-25";1196
375;76;57;"2017-08-25";1197
113;48;83;"2016-01-25";1198
113;76;54;"2017-01-25";1199
307;40;84;"2015-01-25";1200
375;66;89;"2017-08-25";1201
113;2;67;"2014-01-25";1202
308;14;58;"2016-08-25";1203
308;31;40;"2015-01-25";1204
113;33;39;"2015-01-25";1205
375;30;43;"2015-01-25";1206
114;29;71;"2016-01-25";1207
308;64;90;"2014-01-25";1208
114;71;43;"2017-01-25";1209
308;24;73;"2017-01-25";1210
114;56;64;"2017-08-25";1211
375;48;51;"2017-01-25";1212
309;12;41;"2017-01-25";1213
309;15;88;"2017-08-25";1214
309;50;65;"2014-08-25";1215
309;61;43;"2016-01-25";1216
310;67;40;"2017-01-25";1217
114;30;52;"2016-01-25";1218
376;20;57;"2015-01-25";1219
310;21;88;"2015-01-25";1220
115;35;82;"2017-01-25";1221
310;22;64;"2014-01-25";1222
115;11;56;"2015-01-25";1223
311;76;71;"2016-01-25";1224
115;59;69;"2016-01-25";1225
376;59;89;"2015-08-25";1226
115;66;88;"2017-01-25";1227
311;67;37;"2017-01-25";1228
116;63;58;"2017-01-25";1229
311;45;69;"2017-08-25";1230
311;35;69;"2017-01-25";1231
376;17;81;"2014-08-25";1232
312;29;65;"2015-01-25";1233
221;16;58;"2017-01-25";1234
116;52;50;"2014-01-25";1235
312;69;66;"2017-01-25";1236
376;2;37;"2017-01-25";1237
312;6;89;"2017-01-25";1238
116;33;54;"2016-01-25";1239
222;29;90;"2017-01-25";1240
116;53;71;"2016-01-25";1241
377;68;56;"2014-01-25";1242
312;38;42;"2017-08-25";1243
117;76;82;"2014-08-25";1244
313;24;54;"2015-08-25";1245
117;67;81;"2015-08-25";1246
313;16;52;"2016-01-25";1247
117;72;53;"2017-08-25";1248
313;19;49;"2016-01-25";1249
117;32;54;"2015-01-25";1250
117;44;40;"2017-01-25";1251
118;9;81;"2017-01-25";1252
118;57;36;"2015-01-25";1253
222;75;56;"2017-08-25";1254
313;68;50;"2017-08-25";1255
118;23;66;"2016-01-25";1256
222;35;57;"2016-08-25";1257
314;70;45;"2016-08-25";1258
119;35;36;"2016-01-25";1259
314;29;86;"2015-01-25";1260
119;52;44;"2014-01-25";1261
314;32;64;"2017-01-25";1262
223;33;43;"2016-01-25";1263
119;19;88;"2017-01-25";1264
315;69;58;"2014-01-25";1265
120;9;73;"2017-08-25";1266
315;70;54;"2016-01-25";1267
223;32;39;"2015-01-25";1268
377;18;70;"2016-01-25";1269
120;23;57;"2017-01-25";1270
223;61;73;"2017-01-25";1271
377;59;42;"2016-08-25";1272
120;59;90;"2017-01-25";1273
120;71;40;"2015-01-25";1274
120;38;71;"2017-01-25";1275
377;61;81;"2017-08-25";1276
121;48;84;"2016-01-25";1277
121;21;38;"2016-01-25";1278
378;13;37;"2017-08-25";1279
378;46;88;"2015-08-25";1280
121;68;49;"2016-08-25";1281
122;23;44;"2017-08-25";1282
122;26;64;"2016-01-25";1283
122;12;72;"2016-01-25";1284
122;54;67;"2016-01-25";1285
123;6;69;"2015-01-25";1286
123;7;55;"2017-01-25";1287
123;66;39;"2014-01-25";1288
315;21;65;"2017-01-25";1289
123;33;89;"2016-01-25";1290
315;56;53;"2015-01-25";1291
124;69;70;"2015-08-25";1292
316;45;53;"2017-08-25";1293
124;75;40;"2017-01-25";1294
316;68;36;"2016-01-25";1295
124;43;83;"2017-01-25";1296
316;71;38;"2016-01-25";1297
124;37;87;"2015-01-25";1298
316;56;87;"2015-08-25";1299
125;29;86;"2016-01-25";1300
317;17;53;"2015-01-25";1301
317;30;49;"2017-01-25";1302
317;13;73;"2017-08-25";1303
317;70;36;"2017-01-25";1304
125;71;84;"2014-01-25";1305
318;33;39;"2015-01-25";1306
318;42;86;"2017-01-25";1307
125;16;58;"2017-01-25";1308
318;24;87;"2016-08-25";1309
125;1;54;"2016-08-25";1310
223;63;84;"2016-01-25";1311
318;43;86;"2014-01-25";1312
125;46;86;"2017-08-25";1313
318;61;81;"2015-01-25";1314
126;8;39;"2017-08-25";1315
319;57;37;"2016-01-25";1316
126;39;44;"2017-01-25";1317
224;41;87;"2017-08-25";1318
319;42;52;"2017-01-25";1319
224;44;73;"2017-01-25";1320
319;73;53;"2016-01-25";1321
319;63;38;"2015-01-25";1322
378;25;90;"2017-08-25";1323
320;66;57;"2017-01-25";1324
320;25;51;"2017-08-25";1325
378;59;58;"2017-01-25";1326
224;29;88;"2015-01-25";1327
320;18;84;"2017-01-25";1328
379;67;87;"2015-01-25";1329
224;4;44;"2016-08-25";1330
379;76;64;"2017-01-25";1331
225;26;65;"2017-08-25";1332
379;4;68;"2017-01-25";1333
225;42;88;"2017-08-25";1334
126;60;58;"2016-01-25";1335
379;53;89;"2016-01-25";1336
126;12;90;"2016-01-25";1337
320;74;85;"2015-01-25";1338
380;48;65;"2017-01-25";1339
321;5;43;"2017-08-25";1340
321;64;55;"2014-08-25";1341
321;9;42;"2015-08-25";1342
321;60;36;"2017-08-25";1343
225;69;89;"2017-01-25";1344
322;41;54;"2016-01-25";1345
322;62;41;"2017-01-25";1346
127;34;51;"2015-01-25";1347
127;52;43;"2017-01-25";1348
322;55;64;"2017-01-25";1349
225;45;72;"2014-01-25";1350
380;76;38;"2016-08-25";1351
127;54;86;"2017-01-25";1352
127;70;42;"2015-08-25";1353
128;21;53;"2015-01-25";1354
322;22;73;"2017-08-25";1355
380;6;68;"2017-08-25";1356
128;76;38;"2016-01-25";1357
128;22;73;"2016-01-25";1358
128;2;90;"2014-01-25";1359
322;11;41;"2016-08-25";1360
380;33;43;"2017-01-25";1361
323;27;83;"2015-08-25";1362
226;47;56;"2016-01-25";1363
129;38;84;"2017-01-25";1364
323;44;86;"2017-08-25";1365
129;11;64;"2017-01-25";1366
323;35;68;"2017-08-25";1367
226;28;84;"2014-08-25";1368
129;32;44;"2015-01-25";1369
323;43;44;"2016-08-25";1370
130;23;73;"2017-01-25";1371
324;23;49;"2017-08-25";1372
130;26;64;"2017-08-25";1373
324;33;44;"2015-08-25";1374
226;52;58;"2017-01-25";1375
381;48;43;"2016-01-25";1376
130;59;87;"2017-08-25";1377
324;26;40;"2017-08-25";1378
324;42;64;"2016-01-25";1379
226;74;89;"2017-01-25";1380
381;76;57;"2015-01-25";1381
325;28;53;"2015-01-25";1382
227;51;83;"2015-01-25";1383
381;28;66;"2015-08-25";1384
325;1;54;"2015-01-25";1385
325;53;73;"2017-01-25";1386
381;26;41;"2016-01-25";1387
130;66;42;"2014-08-25";1388
131;57;81;"2016-01-25";1389
325;59;88;"2017-01-25";1390
382;3;81;"2017-01-25";1391
227;2;73;"2015-08-25";1392
382;24;67;"2017-01-25";1393
227;29;73;"2014-01-25";1394
382;75;81;"2017-08-25";1395
326;71;37;"2016-08-25";1396
131;23;53;"2016-01-25";1397
227;21;52;"2016-01-25";1398
326;70;54;"2017-01-25";1399
382;18;53;"2017-08-25";1400
131;21;65;"2014-01-25";1401
228;76;52;"2016-01-25";1402
383;60;57;"2016-08-25";1403
131;22;81;"2017-01-25";1404
228;67;68;"2017-08-25";1405
383;20;55;"2017-01-25";1406
132;10;71;"2017-01-25";1407
132;24;39;"2015-08-25";1408
326;38;66;"2014-01-25";1409
228;57;90;"2015-01-25";1410
383;48;40;"2017-01-25";1411
132;68;57;"2015-01-25";1412
326;23;40;"2017-08-25";1413
132;3;82;"2016-01-25";1414
326;28;54;"2017-01-25";1415
133;57;56;"2016-01-25";1416
228;62;88;"2015-01-25";1417
133;33;88;"2017-01-25";1418
133;39;38;"2017-01-25";1419
133;46;38;"2015-01-25";1420
229;76;82;"2017-01-25";1421
134;59;64;"2015-01-25";1422
327;74;83;"2015-01-25";1423
327;64;56;"2015-01-25";1424
229;21;52;"2017-01-25";1425
134;61;84;"2016-01-25";1426
327;20;38;"2017-01-25";1427
327;28;68;"2015-01-25";1428
383;6;69;"2016-01-25";1429
134;42;67;"2016-01-25";1430
229;29;73;"2014-01-25";1431
328;33;55;"2014-08-25";1432
384;32;42;"2015-01-25";1433
134;52;57;"2016-08-25";1434
328;23;58;"2016-08-25";1435
384;26;44;"2017-01-25";1436
134;33;57;"2017-08-25";1437
328;7;87;"2016-01-25";1438
229;74;44;"2016-08-25";1439
384;61;57;"2017-08-25";1440
135;70;86;"2016-01-25";1441
328;73;41;"2017-08-25";1442
230;21;82;"2015-01-25";1443
384;17;83;"2015-08-25";1444
135;75;70;"2017-01-25";1445
329;10;45;"2017-08-25";1446
230;76;66;"2017-01-25";1447
135;40;88;"2015-01-25";1448
230;37;39;"2017-01-25";1449
135;9;36;"2017-01-25";1450
230;71;67;"2017-08-25";1451
329;3;86;"2016-01-25";1452
136;53;51;"2015-01-25";1453
231;21;73;"2016-08-25";1454
136;51;85;"2016-01-25";1455
329;69;38;"2017-01-25";1456
231;67;39;"2015-08-25";1457
136;47;88;"2016-01-25";1458
329;47;45;"2015-01-25";1459
231;9;84;"2014-08-25";1460
329;75;72;"2016-01-25";1461
231;32;40;"2015-01-25";1462
232;33;69;"2017-01-25";1463
136;33;43;"2014-01-25";1464
330;76;83;"2017-01-25";1465
137;8;39;"2017-01-25";1466
330;67;41;"2017-01-25";1467
232;57;90;"2016-01-25";1468
330;45;42;"2016-01-25";1469
232;26;71;"2014-01-25";1470
331;1;65;"2015-08-25";1471
384;15;40;"2016-01-25";1472
331;28;66;"2017-01-25";1473
385;50;49;"2017-01-25";1474
331;24;58;"2017-01-25";1475
385;19;65;"2017-01-25";1476
232;36;43;"2017-08-25";1477
331;51;53;"2015-01-25";1478
233;15;90;"2016-01-25";1479
233;30;57;"2017-01-25";1480
137;15;71;"2017-01-25";1481
233;32;66;"2015-01-25";1482
233;1;44;"2017-01-25";1483
234;64;64;"2014-01-25";1484
137;25;57;"2017-01-25";1485
234;5;45;"2016-01-25";1486
138;48;85;"2017-08-25";1487
234;32;43;"2017-01-25";1488
138;76;88;"2015-08-25";1489
138;62;38;"2017-08-25";1490
234;38;71;"2017-01-25";1491
235;32;71;"2016-01-25";1492
235;42;89;"2014-01-25";1493
235;60;67;"2016-01-25";1494
235;47;90;"2015-01-25";1495
236;76;45;"2017-08-25";1496
426;66;87;"2014-01-25";1497
138;71;68;"2016-01-25";1498
236;21;58;"2017-01-25";1499
426;5;43;"2015-08-25";1500
139;2;56;"2016-01-25";1501
426;32;38;"2015-01-25";1502
139;30;84;"2015-01-25";1503
236;37;66;"2017-01-25";1504
236;52;66;"2017-01-25";1505
139;48;69;"2017-01-25";1506
426;30;90;"2017-01-25";1507
237;11;69;"2016-01-25";1508
140;26;82;"2017-01-25";1509
426;25;86;"2017-01-25";1510
385;11;38;"2016-01-25";1511
237;6;52;"2014-01-25";1512
140;23;81;"2014-01-25";1513
427;28;69;"2015-01-25";1514
385;13;53;"2015-01-25";1515
140;34;51;"2014-01-25";1516
427;50;64;"2015-01-25";1517
237;29;53;"2017-08-25";1518
140;70;55;"2016-08-25";1519
427;41;51;"2017-08-25";1520
386;39;49;"2017-08-25";1521
237;18;36;"2015-01-25";1522
141;73;37;"2016-01-25";1523
386;17;81;"2017-08-25";1524
427;19;36;"2014-08-25";1525
238;21;39;"2017-01-25";1526
141;65;68;"2015-01-25";1527
386;37;57;"2016-01-25";1528
428;38;42;"2017-08-25";1529
238;48;83;"2016-01-25";1530
386;11;42;"2017-01-25";1531
428;3;58;"2017-08-25";1532
238;56;87;"2015-01-25";1533
141;34;41;"2017-01-25";1534
387;8;71;"2014-01-25";1535
142;19;69;"2017-01-25";1536
387;51;57;"2014-08-25";1537
142;46;85;"2017-08-25";1538
387;46;52;"2017-01-25";1539
142;9;82;"2016-01-25";1540
387;61;45;"2016-01-25";1541
428;16;69;"2016-08-25";1542
388;29;41;"2017-01-25";1543
428;59;90;"2015-08-25";1544
142;38;67;"2014-01-25";1545
388;75;82;"2016-01-25";1546
429;53;81;"2017-08-25";1547
143;66;67;"2016-01-25";1548
143;25;84;"2015-01-25";1549
429;2;55;"2016-08-25";1550
143;28;69;"2017-01-25";1551
388;14;45;"2015-08-25";1552
429;58;54;"2016-08-25";1553
144;7;68;"2017-01-25";1554
388;70;73;"2017-08-25";1555
429;63;52;"2016-01-25";1556
144;52;37;"2017-08-25";1557
389;41;81;"2017-08-25";1558
144;33;55;"2016-01-25";1559
389;27;68;"2016-01-25";1560
389;68;90;"2015-01-25";1561
238;20;53;"2017-01-25";1562
389;63;43;"2017-01-25";1563
239;26;57;"2016-01-25";1564
390;75;40;"2017-01-25";1565
390;29;53;"2016-08-25";1566
390;65;50;"2015-08-25";1567
430;47;82;"2016-01-25";1568
390;53;70;"2017-01-25";1569
430;19;82;"2017-01-25";1570
430;43;82;"2015-08-25";1571
391;31;38;"2014-01-25";1572
430;35;56;"2017-08-25";1573
391;44;49;"2016-01-25";1574
430;9;52;"2015-08-25";1575
391;15;50;"2017-08-25";1576
431;75;86;"2017-08-25";1577
391;32;38;"2015-01-25";1578
431;69;51;"2014-08-25";1579
392;53;64;"2017-01-25";1580
431;41;72;"2017-01-25";1581
392;51;81;"2016-01-25";1582
392;36;90;"2016-08-25";1583
431;24;67;"2015-01-25";1584
392;45;88;"2015-01-25";1585
432;30;37;"2017-01-25";1586
393;47;43;"2017-01-25";1587
432;12;90;"2016-01-25";1588
393;19;43;"2015-01-25";1589
432;14;82;"2017-08-25";1590
393;25;84;"2016-01-25";1591
22;48;53;"";1592
432;1;72;"2015-08-25";1593
22;67;51;"";1594
433;46;51;"2016-08-25";1595
22;42;73;"";1596
433;28;88;"2016-08-25";1597
393;57;89;"2015-01-25";1598
433;66;58;"2017-01-25";1599
433;62;36;"2015-01-25";1600
23;71;73;"";1601
434;9;44;"2017-01-25";1602
23;70;45;"";1603
394;56;69;"2017-08-25";1604
434;42;58;"2017-01-25";1605
23;43;66;"";1606
394;31;40;"2017-08-25";1607
23;48;58;"";1608
394;1;36;"2017-08-25";1609
24;41;36;"";1610
394;16;68;"2016-08-25";1611
395;53;49;"2017-08-25";1612
24;40;85;"";1613
395;39;50;"2016-01-25";1614
24;32;70;"";1615
395;32;83;"2014-01-25";1616
24;28;64;"";1617
395;30;37;"2017-01-25";1618
25;30;66;"";1619
396;64;53;"2017-01-25";1620
25;51;45;"";1621
125;71;84;"";1622
25;73;68;"";1623
25;43;72;"";1624
396;58;66;"2017-08-25";1625
26;9;36;"";1626
396;61;88;"2015-01-25";1627
26;57;38;"";1628
396;59;37;"2017-01-25";1629
125;16;58;"";1630
434;13;52;"2017-08-25";1631
26;21;83;"";1632
397;9;84;"2015-01-25";1633
125;1;54;"";1634
434;62;89;"2017-08-25";1635
26;75;70;"";1636
397;26;52;"2017-08-25";1637
27;71;51;"";1638
27;69;85;"";1639
125;46;86;"";1640
27;73;44;"";1641
126;8;39;"";1642
27;8;50;"";1643
126;39;44;"";1644
27;37;52;"";1645
126;60;58;"";1646
28;67;39;"";1647
126;12;90;"";1648
28;76;73;"";1649
127;34;51;"";1650
28;1;70;"";1651
127;52;43;"";1652
28;53;83;"";1653
127;54;86;"";1654
29;67;67;"";1655
127;70;42;"";1656
29;76;41;"";1657
128;21;53;"";1658
29;44;81;"";1659
128;76;38;"";1660
29;59;51;"";1661
397;11;85;"2016-08-25";1662
128;22;73;"";1663
29;2;55;"";1664
128;2;90;"";1665
30;75;70;"";1666
30;71;72;"";1667
129;38;84;"";1668
30;39;69;"";1669
129;11;64;"";1670
30;24;71;"";1671
129;32;44;"";1672
31;43;70;"";1673
397;48;56;"2017-08-25";1674
130;23;73;"";1675
31;50;57;"";1676
398;68;88;"2016-01-25";1677
31;75;70;"";1678
130;26;64;"";1679
398;40;58;"2017-01-25";1680
31;30;83;"";1681
130;59;87;"";1682
398;6;44;"2017-01-25";1683
435;24;89;"2017-08-25";1684
32;63;44;"";1685
130;66;42;"";1686
32;16;82;"";1687
435;35;36;"2017-01-25";1688
131;57;81;"";1689
398;29;40;"2015-01-25";1690
32;69;50;"";1691
435;56;90;"2014-01-25";1692
131;23;53;"";1693
399;20;81;"2017-08-25";1694
33;34;71;"";1695
435;70;84;"2017-01-25";1696
131;21;65;"";1697
33;11;36;"";1698
436;48;45;"2015-01-25";1699
131;22;81;"";1700
33;6;43;"";1701
436;21;86;"2017-01-25";1702
132;10;71;"";1703
33;62;51;"";1704
132;24;39;"";1705
34;19;53;"";1706
132;68;57;"";1707
34;1;65;"";1708
132;3;82;"";1709
34;31;43;"";1710
399;5;86;"2017-01-25";1711
133;57;56;"";1712
34;66;68;"";1713
399;12;40;"2016-01-25";1714
133;33;88;"";1715
35;57;43;"";1716
399;21;53;"2017-01-25";1717
35;42;50;"";1718
400;5;65;"2017-01-25";1719
35;28;88;"";1720
400;61;65;"2017-08-25";1721
35;32;37;"";1722
436;60;88;"2016-08-25";1723
400;25;72;"2016-01-25";1724
36;4;89;"";1725
436;2;72;"2015-08-25";1726
400;43;52;"2017-01-25";1727
36;65;52;"";1728
437;50;83;"2014-08-25";1729
36;37;83;"";1730
437;1;89;"2017-08-25";1731
133;39;38;"";1732
401;57;40;"2014-08-25";1733
437;5;38;"2017-08-25";1734
